,categories,user_reviews
5373,single-player;online pvp;online co-op;steam achievements;full controller support;steam trading cards;remote play on tv,0.54
5386,single-player,0.93
5387,single-player;steam achievements;full controller support;steam leaderboards;remote play on tv;remote play together,0.88
5404,single-player,0.71
5415,single-player;partial controller support;requires agreement to a 3rd-party eula;need for speed: shift eula,0.81
5473,single-player;requires agreement to a 3rd-party eula225320_eula,1.0
5475,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.8
5514,single-player;steam cloud,0.83
5557,single-player;steam achievements;partial controller support;steam cloud;requires agreement to a 3rd-party eula;pagan: absent gods eula,0.31
5562,single-player;steam achievements;full controller support;steam cloud,0.61
5568,online pvp;online co-op;requires agreement to a 3rd-party eula;memories of mars eula,0.64
5574,single-player;steam cloud;requires agreement to a 3rd-party eulaeula_eidos,0.88
5578,single-player;shared/split screen pvp;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;remote play together,0.76
5599,single-player;steam trading cards;remote play on phone;remote play on tablet,0.84
5600,single-player;steam achievements;full controller support;remote play on tv,0.86
5609,single-player,0.9
5618,single-player;requires agreement to a 3rd-party eula;x-com: ufo defense eula,0.91
5621,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.83
5625,single-player;steam achievements;full controller support;steam trading cards;in-app purchases;steam cloud,0.96
5668,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together,1.0
5716,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards,1.0
5728,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.88
5766,single-player;steam achievements;steam trading cards;partial controller support;steam cloud,0.92
5776,single-player;steam cloud;requires agreement to a 3rd-party eula;hitman contracts eula,0.87
5806,single-player;steam cloud;requires agreement to a 3rd-party eula;black mirror 2 - reigning evil eula,1.0
5846,single-player;requires agreement to a 3rd-party eulaeula_39190,0.85
5863,single-player,0.78
5876,single-player;full controller support;remote play on tv,0.9
5879,single-player;steam achievements;full controller support;steam trading cards;steam cloud;stats;steam leaderboards;remote play on tv,0.81
5881,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.77
5882,single-player;shared/split screen pvp;shared/split screen co-op;steam achievements;steam trading cards;partial controller support;steam cloud;remote play together,1.0
5967,single-player;steam achievements;steam trading cards;steam cloud,0.72
5992,single-player;downloadable content;steam achievements;partial controller support;steam leaderboards,0.83
6005,single-player;steam achievements;full controller support;steam trading cards;remote play on tv;requires agreement to a 3rd-party eula;the park eula,0.72
6010,single-player;steam achievements;steam trading cards;steam cloud,0.91
6097,steam achievements;steam trading cards;steam cloud;stats;steam leaderboards,0.97
6107,single-player;partial controller support;requires agreement to a 3rd-party eulaeula_eidos,0.95
6109,online pvp;in-app purchases,0.52
6451,single-player;steam achievements;includes level editor,0.8
6469,single-player,0.9
6490,single-player;steam achievements;steam trading cards;steam leaderboards;requires agreement to a 3rd-party eula;sid meier's starships eula,0.72
6499,single-player;partial controller support;requires agreement to a 3rd-party eula203650_eula203650_eula;uk,0.87
6500,single-player;requires agreement to a 3rd-party eula;civ;city: rome eula,0.5
6566,single-player;online pvp;shared/split screen pvp;online co-op;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam workshop;steam cloud;steam leaderboards;remote play on tv;remote play together,0.76
6568,single-player;downloadable content;steam achievements;full controller support;captions available;steam cloud,0.92
6593,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.81
6643,single-player;shared/split screen pvp;steam achievements;partial controller support;remote play together,0.76
6710,single-player;online pvp;online co-op;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;in-app purchases;steam cloud;remote play on tv,0.6
6718,single-player,0.95
6774,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.63
6847,single-player;steam trading cards,0.94
6887,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.86
6939,single-player;requires agreement to a 3rd-party eulaeula_224980,0.8
6942,single-player;steam achievements;partial controller support,0.58
7097,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.94
7099,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;remote play on tv,0.8
7116,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.54
7131,single-player;steam trading cards,0.8
7141,single-player;steam achievements;steam trading cards;partial controller support;steam cloud;steam leaderboards,0.86
7205,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.84
7233,single-player;online pvp;online co-op;shared/split screen co-op;steam achievements;full controller support;steam cloud;remote play on tv;remote play together;requires agreement to a 3rd-party eula;little witch academia: chamber of time eula,0.83
7247,single-player;shared/split screen pvp;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;remote play together,0.9
7265,single-player;steam trading cards,0.77
7284,single-player,1.0
7325,online pvp;steam achievements;full controller support;steam trading cards;steam cloud;requires agreement to a 3rd-party eula;atomega eula,0.83
7411,single-player;steam achievements;full controller support;steam leaderboards,0.71
7506,single-player;steam achievements;steam trading cards;steam cloud;steam leaderboards,0.93
7613,single-player;steam achievements;steam trading cards;steam cloud;commentary available,0.82
7621,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,1.0
7708,single-player,0.81
7892,single-player,0.81
7919,single-player;requires agreement to a 3rd-party eula;sid meier's civilization iv: beyond the sword eula,0.96
7923,single-player;partial controller support,0.72
7934,single-player;steam achievements;partial controller support;steam cloud;remote play together,0.95
7946,single-player,1.0
7980,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;requires agreement to a 3rd-party eula;ssss eula,1.0
8004,single-player;steam achievements;full controller support;steam trading cards;steam cloud;stats;steam leaderboards;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.75
8007,single-player;steam achievements;full controller support;steam trading cards;steam workshop;steam cloud;steam leaderboards;includes level editor,0.66
8028,single-player;requires agreement to a 3rd-party eula;command and conquer 4: tiberian twilight eula,0.15
8121,single-player;steam achievements;full controller support;steam trading cards;captions available;remote play on tv,0.78
8146,single-player;downloadable content;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.6
8169,single-player;online pvp;shared/split screen pvp;online co-op;shared/split screen co-op;partial controller support;remote play together;requires agreement to a 3rd-party eula;super bomberman r eula,0.66
8247,single-player;steam achievements;full controller support;steam trading cards;remote play on tv,0.88
8361,single-player;partial controller support,0.41
8395,single-player;steam cloud,1.0
8432,single-player;requires agreement to a 3rd-party eulaeula_39200,0.66
8481,single-player;steam achievements;steam trading cards;partial controller support;steam cloud;steam leaderboards,0.94
8502,single-player;steam cloud;includes level editor,0.69
8509,single-player;steam achievements;steam trading cards;partial controller support;steam cloud,1.0
8531,single-player;steam achievements;full controller support;captions available;steam cloud,0.6
8561,single-player;steam achievements;steam trading cards,1.0
8583,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.93
8757,single-player;requires agreement to a 3rd-party eulaeula_225000,0.6
8758,single-player;requires agreement to a 3rd-party eulaeula_eidos,0.83
8885,single-player;steam achievements;full controller support;steam trading cards;captions available;remote play on tv,0.85
9124,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;requires agreement to a 3rd-party eula;city of brass eula,0.61
9312,online pvp;cross-platform multiplayer;steam achievements;steam trading cards;steam cloud;valve anti-cheat enabled;requires agreement to a 3rd-party eula;ballistic eula,0.68
9571,single-player;steam achievements;partial controller support;steam cloud,0.74
9616,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;requires agreement to a 3rd-party eulaeula_102840,0.76
9924,single-player;steam achievements;full controller support;steam cloud;remote play on tv;remote play together;requires agreement to a 3rd-party eulaeula_shank,0.92
10099,single-player;requires agreement to a 3rd-party eula225020_eula,0.41
10139,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,1.0
10175,single-player;steam achievements;full controller support;steam trading cards;steam cloud;stats;steam leaderboards;remote play together,0.82
10870,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.6
10956,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;remote play on tv,0.76
11010,single-player;steam achievements;partial controller support,0.9
11085,single-player;shared/split screen pvp;shared/split screen co-op;steam achievements;full controller support;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.75
11139,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;requires agreement to a 3rd-party eula;submerged eula,0.83
11222,single-player,0.9
11717,single-player;steam achievements;full controller support;remote play on tv;requires agreement to a 3rd-party eula;deiland eula,0.7
11776,single-player;steam achievements;steam cloud;steam leaderboards,0.63
12458,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;remote play on tv;remote play together,0.5
13473,single-player;steam achievements;steam trading cards;steam cloud;commentary available,0.8
14066,online pvp;online co-op;full controller support;steam trading cards;captions available;in-app purchases;requires agreement to a 3rd-party eula;heavy metal machines eula,0.71
15139,single-player;steam achievements,0.7
19347,single-player,0.93
19722,single-player;downloadable content;full controller support,0.95
20506,single-player;steam achievements;full controller support;steam trading cards;requires agreement to a 3rd-party eula;deus ex: the fall eula;deus ex: the fall eula 1,0.48
23591,single-player;steam cloud,1.0
23600,single-player;downloadable content,0.92
23612,single-player;downloadable content;steam achievements;steam trading cards,1.0
23614,single-player;online co-op;lan co-op;cross-platform multiplayer;downloadable content;steam achievements;full controller support;incorporates 3rd-party drm: denuvo anti-tamper5 activations per 24 hours machine activation limit,0.33
23630,single-player;requires agreement to a 3rd-party eula;alone in the dark 1 eula,0.7
23645,single-player;steam cloud,1.0
23658,single-player;captions available,0.81
23697,single-player;steam achievements;partial controller support,0.87
23733,single-player;downloadable content;steam achievements;steam trading cards,1.0
23735,single-player;online co-op;lan co-op;cross-platform multiplayer;downloadable content;steam achievements;full controller support;incorporates 3rd-party drm: denuvo anti-tamper5 activations per 24 hours machine activation limit,0.33
23760,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards,0.93
23761,single-player;online pvp;online co-op;downloadable content;full controller support,0.85
23768,single-player;steam achievements;steam cloud;requires agreement to a 3rd-party eula;deus ex: revision eula,0.96
23787,single-player;online pvp;steam achievements;partial controller support;requires agreement to a 3rd-party eula;desert bus vr eula,0.9
23819,single-player;steam trading cards;steam workshop;steam cloud,0.83
23824,single-player;steam achievements;full controller support;steam trading cards,0.86
23935,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv,0.87
23942,single-player;full controller support;steam cloud;requires agreement to a 3rd-party eula;resident evil 7 teaser: beginning hour eula,1.0
24051,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv,0.87
27625,single-player;online co-op;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;remote play together,0.9
27711,single-player;online co-op;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;remote play together,0.9
28808,single-player;downloadable content;steam trading cards,0.4
29980,single-player;online pvp;lan pvp;online co-op;lan co-op;downloadable content;steam achievements;full controller support;steam trading cards,0.87
29981,single-player;online pvp;lan pvp;online co-op;lan co-op;downloadable content;steam achievements;full controller support;steam trading cards,0.76
29982,single-player;online pvp;online co-op;downloadable content;steam achievements;full controller support;steam trading cards,0.84
29985,single-player;mmo;online pvp;online co-op;downloadable content;steam achievements;full controller support;steam workshop;steam cloud;valve anti-cheat enabled;includes level editor,0.56
29992,single-player;full controller support;steam cloud;requires agreement to a 3rd-party eula;rpwdemo eula,0.89
29994,single-player;downloadable content;steam achievements;full controller support,0.76
30082,single-player;online pvp;lan pvp;online co-op;lan co-op;downloadable content;steam achievements;full controller support;steam trading cards,0.87
30083,single-player;online pvp;lan pvp;online co-op;lan co-op;downloadable content;steam achievements;full controller support;steam trading cards,0.76
30084,single-player;online pvp;online co-op;downloadable content;steam achievements;full controller support;steam trading cards,0.84
30109,single-player;mmo;downloadable content;steam achievements;full controller support;steam workshop;steam cloud;valve anti-cheat enabled;includes level editor,0.8
30115,single-player;downloadable content;steam achievements;full controller support,0.76
30134,single-player;mmo;online pvp;online co-op;downloadable content;steam achievements;full controller support;steam workshop;steam cloud;valve anti-cheat enabled;includes level editor,0.56
30141,single-player;full controller support;steam cloud;requires agreement to a 3rd-party eula;rpwdemo eula,0.89
32303,mmo;downloadable content;steam trading cards;partial controller support,0.5
32414,single-player;downloadable content;steam achievements,0.8
32501,single-player;downloadable content;steam achievements,0.8
32556,mmo;online pvp;online co-op;downloadable content;steam achievements;steam trading cards;partial controller support,0.36
32819,single-player;steam achievements;full controller support;requires agreement to a 3rd-party eula;mafia ii: definitive edition eula,0.63
32820,single-player;online pvp;lan pvp;cross-platform multiplayer;downloadable content;steam achievements;steam cloud;includes level editor,0.72
32823,single-player;online pvp;online co-op;downloadable content;steam achievements;full controller support;in-app purchases,0.48
32828,single-player;online pvp;online co-op;downloadable content;steam achievements;full controller support;in-app purchases,0.48
32837,single-player;mmo;online pvp;online co-op;downloadable content;steam achievements;full controller support;steam workshop;steam cloud;valve anti-cheat enabled;includes level editor,0.59
32840,single-player;online pvp;lan pvp;shared/split screen pvp;cross-platform multiplayer;downloadable content;steam achievements;steam trading cards;steam workshop;steam turn notifications;remote play on tablet;remote play together,0.65
32915,single-player;online pvp;shared/split screen pvp;downloadable content;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards,0.07
32986,single-player;steam trading cards;includes level editor,0.11
33231,single-player;steam achievements;full controller support;steam cloud;remote play on tv;remote play together;requires agreement to a 3rd-party eula;nba 2k18 eula,0.19
60794,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;remote play on tv,0.76
63116,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;remote play on tv,0.72
63755,single-player;steam achievements;steam trading cards;steam cloud,0.84
79281,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tablet;requires agreement to a 3rd-party eula;trials of mana eula,0.91
79318,single-player;online pvp;shared/split screen pvp;steam achievements;full controller support;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together;requires agreement to a 3rd-party eula;the dark pictures anthology - man of medan eula,0.76
79808,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv;incorporates 3rd-party drm: denuvo anti-tamper;requires agreement to a 3rd-party eula;life is strange 2 eula,0.85
80085,single-player;online pvp;shared/split screen pvp;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;remote play together,0.81
80375,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tablet;requires agreement to a 3rd-party eula;trials of mana eula,0.91
80553,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tablet;remote play on tv;requires agreement to a 3rd-party eula;mafia iii eula,0.58
80606,single-player;online pvp;shared/split screen pvp;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;remote play together,0.81
80875,single-player;online pvp;shared/split screen pvp;steam achievements;full controller support;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together;requires agreement to a 3rd-party eula;the dark pictures anthology - man of medan eula,0.76
